params,a_scores
"OrderedDict([('learning_rate', 4.387848849986762), ('max_depth', 1), ('min_child_weight', 2.3625681268156744), ('n_estimators', 3625)])",0.23964648569300628
"OrderedDict([('learning_rate', 0.16651150803006945), ('max_depth', 5), ('min_child_weight', 4.929320115221626), ('n_estimators', 1656)])",0.919529378802444
"OrderedDict([('learning_rate', 5.231083969114586), ('max_depth', 6), ('min_child_weight', 1.899847091455716), ('n_estimators', 3215)])",0.5906636927289433
"OrderedDict([('learning_rate', 1.6329702497655842), ('max_depth', 13), ('min_child_weight', 1.5076972596426679), ('n_estimators', 4420)])",0.8425818022615814
"OrderedDict([('learning_rate', 3.8807713667541934), ('max_depth', 12), ('min_child_weight', 4.130033342443459), ('n_estimators', 950)])",0.561885474324934
"OrderedDict([('learning_rate', 9.323950075834018), ('max_depth', 7), ('min_child_weight', 2.6142570343388916), ('n_estimators', 100)])",0.6062788508348257
"OrderedDict([('learning_rate', 7.912674199157561), ('max_depth', 6), ('min_child_weight', 2.038690637100322), ('n_estimators', 4088)])",0.7180211618702187
"OrderedDict([('learning_rate', 6.731332479845666), ('max_depth', 2), ('min_child_weight', 2.4669262737410462), ('n_estimators', 3935)])",0.19174881712842584
"OrderedDict([('learning_rate', 7.3153999913277215), ('max_depth', 10), ('min_child_weight', 1.8829235284326704), ('n_estimators', 3028)])",0.6309379253937728
"OrderedDict([('learning_rate', 9.707312540263276), ('max_depth', 7), ('min_child_weight', 0.26471158709296166), ('n_estimators', 681)])",0.600234668317261
"OrderedDict([('learning_rate', 1.5682687906743578), ('max_depth', 5), ('min_child_weight', 5.1815918598035156), ('n_estimators', 1646)])",0.8039458310164967
"OrderedDict([('learning_rate', 1.9976358901875773), ('max_depth', 14), ('min_child_weight', 0.4028924773781005), ('n_estimators', 4902)])",0.7895034981925118
"OrderedDict([('learning_rate', 0.0), ('max_depth', 5), ('min_child_weight', 5.2157817429977715), ('n_estimators', 1740)])",0.5
