params,scores
"OrderedDict([('learning_rate', 4.387848849986762), ('max_depth', 1), ('min_child_weight', 2.3625681268156744), ('n_estimators', 3625)])",0.32295019157088123
"OrderedDict([('learning_rate', 0.16651150803006945), ('max_depth', 5), ('min_child_weight', 4.929320115221626), ('n_estimators', 1656)])",0.6899910600255428
"OrderedDict([('learning_rate', 5.231083969114586), ('max_depth', 6), ('min_child_weight', 1.899847091455716), ('n_estimators', 3215)])",0.633882503192848
"OrderedDict([('learning_rate', 1.6329702497655842), ('max_depth', 13), ('min_child_weight', 1.5076972596426679), ('n_estimators', 4420)])",0.6554802043422734
"OrderedDict([('learning_rate', 3.8807713667541934), ('max_depth', 12), ('min_child_weight', 4.130033342443459), ('n_estimators', 950)])",0.625823754789272
"OrderedDict([('learning_rate', 9.323950075834018), ('max_depth', 7), ('min_child_weight', 2.6142570343388916), ('n_estimators', 100)])",0.5015159642401021
"OrderedDict([('learning_rate', 7.912674199157561), ('max_depth', 6), ('min_child_weight', 2.038690637100322), ('n_estimators', 4088)])",0.3919016602809707
"OrderedDict([('learning_rate', 6.731332479845666), ('max_depth', 2), ('min_child_weight', 2.4669262737410462), ('n_estimators', 3935)])",0.5414687100893998
"OrderedDict([('learning_rate', 7.3153999913277215), ('max_depth', 10), ('min_child_weight', 1.8829235284326704), ('n_estimators', 3028)])",0.5928033205619413
"OrderedDict([('learning_rate', 9.707312540263276), ('max_depth', 7), ('min_child_weight', 0.26471158709296166), ('n_estimators', 681)])",0.5530012771392082
"OrderedDict([('learning_rate', 0.8123824392751678), ('max_depth', 6), ('min_child_weight', 3.7344701966221234), ('n_estimators', 2431)])",0.652749680715198
"OrderedDict([('learning_rate', 0.4187245745324209), ('max_depth', 5), ('min_child_weight', 2.204531108300281), ('n_estimators', 4506)])",0.6552068965517241
"OrderedDict([('learning_rate', 0.0), ('max_depth', 5), ('min_child_weight', 7.0), ('n_estimators', 1)])",0.5
"OrderedDict([('learning_rate', 0.10297797940340894), ('max_depth', 5), ('min_child_weight', 3.8875397239824565), ('n_estimators', 2593)])",0.6880498084291188
"OrderedDict([('learning_rate', 0.9949064488262844), ('max_depth', 4), ('min_child_weight', 4.188848773095299), ('n_estimators', 1428)])",0.6557994891443167
"OrderedDict([('learning_rate', 2.5071513348041847), ('max_depth', 11), ('min_child_weight', 1.8823916950903894), ('n_estimators', 3846)])",0.561544061302682
"OrderedDict([('learning_rate', 2.304688678336439), ('max_depth', 15), ('min_child_weight', 3.04813107885637), ('n_estimators', 2717)])",0.6158620689655173
"OrderedDict([('learning_rate', 0.0), ('max_depth', 4), ('min_child_weight', 4.37292594912176), ('n_estimators', 622)])",0.5
"OrderedDict([('learning_rate', 0.29951886775455916), ('max_depth', 7), ('min_child_weight', 4.81823419350069), ('n_estimators', 4962)])",0.6619182630906768
"OrderedDict([('learning_rate', 0.131122997174173), ('max_depth', 8), ('min_child_weight', 6.579077723139318), ('n_estimators', 2837)])",0.6899540229885057
"OrderedDict([('learning_rate', 0.21447324920563132), ('max_depth', 6), ('min_child_weight', 1.1863842415804688), ('n_estimators', 2682)])",0.6658186462324395
"OrderedDict([('learning_rate', 0.6250081135431107), ('max_depth', 8), ('min_child_weight', 6.395554971787122), ('n_estimators', 1929)])",0.6721481481481483
"OrderedDict([('learning_rate', 1.4863473919445758), ('max_depth', 8), ('min_child_weight', 2.321426976897666), ('n_estimators', 3717)])",0.6265785440613028
"OrderedDict([('learning_rate', 0.700374163966305), ('max_depth', 8), ('min_child_weight', 0.752048481754993), ('n_estimators', 4494)])",0.6713908045977012
"OrderedDict([('learning_rate', 1.756424351675674), ('max_depth', 5), ('min_child_weight', 3.028225377458246), ('n_estimators', 2562)])",0.5725836526181353
"OrderedDict([('learning_rate', 1.181193087200065), ('max_depth', 15), ('min_child_weight', 4.255724725119439), ('n_estimators', 3621)])",0.6426628352490422
"OrderedDict([('learning_rate', 0.5348424056035033), ('max_depth', 6), ('min_child_weight', 0.7378320728952541), ('n_estimators', 4489)])",0.6728595146871009
"OrderedDict([('learning_rate', 5.410004524906316), ('max_depth', 2), ('min_child_weight', 1.3483912554839508), ('n_estimators', 4126)])",0.5723397190293741
"OrderedDict([('learning_rate', 5.037027740483813), ('max_depth', 14), ('min_child_weight', 1.3196635867318234), ('n_estimators', 1236)])",0.5585427841634739
"OrderedDict([('learning_rate', 1.0826411942600527), ('max_depth', 1), ('min_child_weight', 4.207944358746925), ('n_estimators', 176)])",0.7253295019157088
"OrderedDict([('learning_rate', 1.1058436350000784), ('max_depth', 11), ('min_child_weight', 6.177678209567237), ('n_estimators', 4280)])",0.6432286079182632
"OrderedDict([('learning_rate', 1.8623968882761939), ('max_depth', 13), ('min_child_weight', 7.0), ('n_estimators', 1)])",0.7106679438058748
