,hyperparameters,mean_brier,mean_roc_auc,mean_accuracy,dataset
0,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 8, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08921867703530863,0.935134014997546,0.8804671198602654,spam
1,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 20, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
2,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 30, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
3,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 23, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
4,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 6, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08999412760423968,0.9314379276526669,0.8811176415049804,spam
5,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 10, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08855635374941012,0.9376668256177474,0.8804671198602654,spam
6,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 26, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
7,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 6, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08999412760423968,0.9314379276526669,0.8811176415049804,spam
8,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 20, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
9,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 3, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.10830122800717486,0.9002215153868987,0.856340225652646,spam
10,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 21, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
11,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 27, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
12,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 4, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.09935086076958367,0.9139626910321648,0.8726384364820847,spam
13,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
14,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 8, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08921867703530863,0.935134014997546,0.8804671198602654,spam
15,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 24, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
16,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 3, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.10830122800717486,0.9002215153868987,0.856340225652646,spam
17,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 15, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08871154594577522,0.9391333518004845,0.8804671198602654,spam
18,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 6, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08999412760423968,0.9314379276526669,0.8811176415049804,spam
19,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 22, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
20,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 26, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
21,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 5, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0934966550969796,0.9255722084975341,0.8767681631496955,spam
22,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 24, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
23,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 29, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
24,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 15, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08871154594577522,0.9391333518004845,0.8804671198602654,spam
25,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 1, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.16455718526072,0.7658877292288583,0.7865703630269556,spam
26,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
27,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 2, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.1275101107212022,0.8635475240754799,0.8217835056413161,spam
28,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 11, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08839521482495694,0.9396502413556469,0.8804671198602654,spam
29,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 19, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
30,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 25, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
31,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 24, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
32,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 19, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
33,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 19, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
34,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 10, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08855635374941012,0.9376668256177474,0.8804671198602654,spam
35,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 19, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
36,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
37,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 27, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
38,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 4, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.09935086076958367,0.9139626910321648,0.8726384364820847,spam
39,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 26, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
40,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 9, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08914055906135501,0.935316809453038,0.8804671198602654,spam
41,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 16, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.0885615967080418,0.9395492016192929,0.8804671198602654,spam
42,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 12, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08862524028597532,0.9387356683599016,0.8804671198602654,spam
43,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 15, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08871154594577522,0.9391333518004845,0.8804671198602654,spam
44,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 3, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.10830122800717486,0.9002215153868987,0.856340225652646,spam
45,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 15, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08871154594577522,0.9391333518004845,0.8804671198602654,spam
46,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 11, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08839521482495694,0.9396502413556469,0.8804671198602654,spam
47,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 9, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.08914055906135501,0.935316809453038,0.8804671198602654,spam
48,"{'random_state': 42, 'ccp_alpha': 0.0, 'max_depth': 3, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.10830122800717486,0.9002215153868987,0.856340225652646,spam
