,hyperparameters,mean_brier,mean_roc_auc,mean_accuracy,dataset
0,"{'random_state': 42, 'ccp_alpha': 0.8172660140112411, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
1,"{'random_state': 42, 'ccp_alpha': 0.40743596941538796, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
2,"{'random_state': 42, 'ccp_alpha': 0.19674144165878382, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
3,"{'random_state': 42, 'ccp_alpha': 0.6398815922863624, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
4,"{'random_state': 42, 'ccp_alpha': 0.7916042924776411, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
5,"{'random_state': 42, 'ccp_alpha': 0.1729972200272314, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
6,"{'random_state': 42, 'ccp_alpha': 0.7977996111207903, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
7,"{'random_state': 42, 'ccp_alpha': 0.8260482342993716, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
8,"{'random_state': 42, 'ccp_alpha': 0.3354866053569818, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
9,"{'random_state': 42, 'ccp_alpha': 0.14302020931216008, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.16455718526072,0.7658877292288583,0.7865703630269556,spam
10,"{'random_state': 42, 'ccp_alpha': 0.8838593942510574, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
11,"{'random_state': 42, 'ccp_alpha': 0.7451334189301002, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
12,"{'random_state': 42, 'ccp_alpha': 0.48874023995603366, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
13,"{'random_state': 42, 'ccp_alpha': 0.9830469193032697, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
14,"{'random_state': 42, 'ccp_alpha': 0.3862295974319474, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
15,"{'random_state': 42, 'ccp_alpha': 0.772581130454677, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
16,"{'random_state': 42, 'ccp_alpha': 0.37699216153898196, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
17,"{'random_state': 42, 'ccp_alpha': 0.5778337538420522, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
18,"{'random_state': 42, 'ccp_alpha': 0.20994004123437915, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
19,"{'random_state': 42, 'ccp_alpha': 0.7528607925486049, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
20,"{'random_state': 42, 'ccp_alpha': 0.0601829028062435, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.16061177813527833,0.783109803342428,0.7904791578152291,spam
21,"{'random_state': 42, 'ccp_alpha': 0.6609007377992974, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
22,"{'random_state': 42, 'ccp_alpha': 0.04427566939829952, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.14078085384278574,0.8322944545080967,0.8080878534674032,spam
23,"{'random_state': 42, 'ccp_alpha': 0.49410575434951776, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
24,"{'random_state': 42, 'ccp_alpha': 0.9638932886266023, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
25,"{'random_state': 42, 'ccp_alpha': 0.8526048458048422, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
26,"{'random_state': 42, 'ccp_alpha': 0.5209764124092603, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
27,"{'random_state': 42, 'ccp_alpha': 0.020628711739074546, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.12342199373935676,0.8663467210603756,0.843081008355757,spam
28,"{'random_state': 42, 'ccp_alpha': 0.5805310244238625, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
29,"{'random_state': 42, 'ccp_alpha': 0.9409681583930142, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
30,"{'random_state': 42, 'ccp_alpha': 0.6502923470499659, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
31,"{'random_state': 42, 'ccp_alpha': 0.9462703509354654, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
32,"{'random_state': 42, 'ccp_alpha': 0.767735940465535, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
33,"{'random_state': 42, 'ccp_alpha': 0.9099734590409364, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
34,"{'random_state': 42, 'ccp_alpha': 0.63474301155692, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
35,"{'random_state': 42, 'ccp_alpha': 0.4988353043116438, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
36,"{'random_state': 42, 'ccp_alpha': 0.31395837909902724, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
37,"{'random_state': 42, 'ccp_alpha': 0.7476515342219007, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
38,"{'random_state': 42, 'ccp_alpha': 0.7593024465563603, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
39,"{'random_state': 42, 'ccp_alpha': 0.11629075224114183, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.16455718526072,0.7658877292288583,0.7865703630269556,spam
40,"{'random_state': 42, 'ccp_alpha': 0.5774090099836306, 'max_depth': 28, 'min_samples_leaf': 30, 'min_samples_split': 60}",0.23877361967367955,0.5,0.6059552471321343,spam
