model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,num_features,num_models,num_models_w_ancestors,memory_size,memory_size_w_ancestors,memory_size_min,memory_size_min_w_ancestors,num_ancestors,num_descendants,model_type,child_model_type,stopping_metric,hyperparameters,hyperparameters_fit,ag_args_fit,features,compile_time,child_hyperparameters,child_hyperparameters_fit,child_ag_args_fit,ancestors,descendants
WeightedEnsemble_L2,0.8145,balanced_accuracy,0.9904875755310059,254.62894582748413,0.005676984786987305,4.1098573207855225,2,True,85,11,1,75,11419,69346784,11419,8824974,11,0,WeightedEnsembleModel,GreedyWeightedEnsembleModel,balanced_accuracy,"{'use_orig_features': False, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['CatBoost_BAG_L1', 'LightGBM_BAG_L1', 'LightGBM_r15_BAG_L1', 'NeuralNetTorch_r158_BAG_L1', 'RandomForest_r39_BAG_L1', 'XGBoost_r49_BAG_L1', 'RandomForest_r195_BAG_L1', 'LightGBM_r143_BAG_L1', 'CatBoost_r167_BAG_L1', 'CatBoost_r177_BAG_L1', 'LightGBM_r161_BAG_L1']",,{'ensemble_size': 100},{'ensemble_size': 52},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['CatBoost_BAG_L1', 'LightGBM_BAG_L1', 'LightGBM_r15_BAG_L1', 'NeuralNetTorch_r158_BAG_L1', 'RandomForest_r39_BAG_L1', 'XGBoost_r49_BAG_L1', 'RandomForest_r195_BAG_L1', 'LightGBM_r143_BAG_L1', 'CatBoost_r167_BAG_L1', 'CatBoost_r177_BAG_L1', 'LightGBM_r161_BAG_L1']",[]
LightGBM_BAG_L1,0.808,balanced_accuracy,0.026860713958740234,11.228480339050293,0.026860713958740234,11.228480339050293,1,True,4,44,8,8,1034705,1034705,370723,370723,0,1,StackerEnsembleModel,LGBModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,{'learning_rate': 0.05},{'num_boost_round': 36},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],['WeightedEnsemble_L2']
LightGBM_r143_BAG_L1,0.799,balanced_accuracy,0.05117511749267578,14.130456447601318,0.05117511749267578,14.130456447601318,1,True,57,44,8,8,7635811,7635811,2085902,2085902,0,1,StackerEnsembleModel,LGBModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,"{'learning_rate': 0.01343464462043561, 'extra_trees': False, 'feature_fraction': 0.9408897917880529, 'min_data_in_leaf': 21, 'num_leaves': 178}",{'num_boost_round': 136},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],['WeightedEnsemble_L2']
CatBoost_r143_BAG_L1,0.793,balanced_accuracy,0.03531765937805176,80.31655621528625,0.03531765937805176,80.31655621528625,1,True,74,44,8,8,10220531,10220531,2260031,2260031,0,0,StackerEnsembleModel,CatBoostModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,"{'iterations': 10000, 'learning_rate': 0.06566144806528762, 'random_seed': 0, 'allow_writing_files': False, 'eval_metric': 'BalancedAccuracy', 'depth': 7, 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1.6761016245166451, 'max_ctr_complexity': 2, 'one_hot_max_size': 10}",{'iterations': 595},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],[]
CatBoost_r167_BAG_L1,0.7925,balanced_accuracy,0.03209185600280762,50.361759185791016,0.03209185600280762,50.361759185791016,1,True,46,44,8,8,5464873,5464873,1053951,1053951,0,1,StackerEnsembleModel,CatBoostModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,"{'iterations': 10000, 'learning_rate': 0.08481607830570326, 'random_seed': 0, 'allow_writing_files': False, 'eval_metric': 'BalancedAccuracy', 'depth': 7, 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 4.522712492188319, 'max_ctr_complexity': 3, 'one_hot_max_size': 2}",{'iterations': 315},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],['WeightedEnsemble_L2']
XGBoost_BAG_L1,0.7925,balanced_accuracy,0.07943272590637207,10.906571865081787,0.07943272590637207,10.906571865081787,1,True,11,44,8,8,7416573,7416573,1205688,1205688,0,0,StackerEnsembleModel,XGBoostModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,"{'n_estimators': 10000, 'learning_rate': 0.1, 'n_jobs': -1, 'proc.max_category_levels': 100, 'objective': 'binary:logistic', 'booster': 'gbtree'}",{'n_estimators': 132},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],[]
LightGBMLarge_BAG_L1,0.792,balanced_accuracy,0.08528971672058105,22.015379905700684,0.08528971672058105,22.015379905700684,1,True,13,44,8,8,14832921,14832921,5112266,5112266,0,0,StackerEnsembleModel,LGBModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,"{'learning_rate': 0.03, 'num_leaves': 128, 'feature_fraction': 0.9, 'min_data_in_leaf': 5}",{'num_boost_round': 134},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],[]
RandomForest_r39_BAG_L1,0.792,balanced_accuracy,0.22522950172424316,3.991821050643921,0.22522950172424316,3.991821050643921,1,True,45,44,1,1,8004249,8004249,8004249,8004249,0,1,StackerEnsembleModel,RFModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True, 'use_child_oof': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,"{'n_estimators': 300, 'max_leaf_nodes': 28310, 'n_jobs': -1, 'random_state': 0, 'bootstrap': True, 'max_features': 0.75, 'min_samples_leaf': 2}",{'n_estimators': 300},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],['WeightedEnsemble_L2']
RandomForest_r127_BAG_L1,0.7915000000000001,balanced_accuracy,0.31882309913635254,4.388904809951782,0.31882309913635254,4.388904809951782,1,True,58,44,1,1,5427611,5427611,5427611,5427611,0,0,StackerEnsembleModel,RFModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True, 'use_child_oof': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,"{'n_estimators': 300, 'max_leaf_nodes': 38572, 'n_jobs': -1, 'random_state': 0, 'bootstrap': True, 'max_features': 1.0, 'min_samples_leaf': 5}",{'n_estimators': 300},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],[]
XGBoost_r194_BAG_L1,0.789,balanced_accuracy,0.15868759155273438,10.943277359008789,0.15868759155273438,10.943277359008789,1,True,35,44,8,8,8214743,8214743,1158232,1158232,0,0,StackerEnsembleModel,XGBoostModel,balanced_accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['211', '105', '10', '153', '85', '285', '221', '245', '296', '286', '411', '453', '4', '46', '193', '199', '343', '494', '458', '414', '56', '333', '175', '24', '329', '149', '475', '41', '347', '412', '430', '255', '119', '431', '136', '73', '224', '378', '382', '481', '44', '417', '125', '204']",,"{'n_estimators': 10000, 'learning_rate': 0.09290221350439203, 'n_jobs': -1, 'proc.max_category_levels': 100, 'objective': 'binary:logistic', 'booster': 'gbtree', 'colsample_bytree': 0.9090166528779192, 'enable_categorical': True, 'max_depth': 7, 'min_child_weight': 0.8041986915994078}",{'n_estimators': 81},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}",[],[]
